,,,vancouverisland (CA-Ca3),,,,oregonYP (US-Me6),,,,WREF NEON,,,,ABBY NEON,,
4/20/19,2019,110,0.38835,0.38362,0.00232,,0.39101,0.38602,0.00171,,0.37163,0.37191,0.00246,,0.39434,0.39264,0.00295
4/21/19,2019,111,0.38198,0.38381,0.0023,,0.38627,0.38696,0.00169,,0.37051,0.37194,0.00246,,0.39195,0.39279,0.00292
4/22/19,2019,112,0.37269,0.38407,0.00233,,0.39181,0.38784,0.00172,,0.37303,0.37192,0.00253,,0.39166,0.39289,0.00313
4/23/19,2019,113,0.3884,0.38457,0.00226,,0.3898,0.38853,0.00175,,0.37356,0.37174,0.00249,,0.39222,0.39288,0.00346
4/24/19,2019,114,0.3887,0.38526,0.00223,,0.39019,0.38892,0.00171,,0.37012,0.37153,0.00253,,0.39362,0.39274,0.0037
4/25/19,2019,115,0.38432,0.38581,0.00226,,0.38869,0.38916,0.00171,,0.37077,0.37132,0.00246,,0.39278,0.3923,0.00372
4/26/19,2019,116,0.38678,0.38626,0.00219,,0.39164,0.38946,0.00173,,0.3704,0.37104,0.00246,,NA,0.39156,0.00375
4/27/19,2019,117,0.38855,0.38676,0.00211,,0.39235,0.38971,0.00171,,0.37266,0.37085,0.00253,,NA,0.39071,0.00399
4/28/19,2019,118,0.38803,0.38726,0.00211,,0.38833,0.38975,0.00166,,0.37029,0.37071,0.00249,,NA,0.38995,0.00435
4/29/19,2019,119,0.38841,0.38772,0.0022,,0.38765,0.38968,0.00165,,0.36903,0.37062,0.00253,,NA,0.3895,0.00453
4/30/19,2019,120,0.38934,0.38807,0.00226,,0.38763,0.3896,0.00169,,0.37209,0.37065,0.00245,,NA,0.38923,0.00427
5/1/19,2019,121,0.38838,0.38819,0.00221,,0.38836,0.38961,0.00175,,0.36966,0.37073,0.00238,,NA,0.38899,0.00402
5/2/19,2019,122,0.38887,0.38816,0.00221,,0.38756,0.38982,0.00179,,0.37105,0.37086,0.00245,,0.3843,0.38885,0.00396
5/3/19,2019,123,0.38769,0.38822,0.00226,,0.3873,0.39024,0.00177,,0.37079,0.37103,0.00253,,0.38991,0.38881,0.00371
5/4/19,2019,124,0.38544,0.38838,0.0022,,0.38928,0.39077,0.00175,,0.37049,0.37128,0.00246,,0.39057,0.38884,0.0034
5/5/19,2019,125,0.388,0.3885,0.0022,,0.39135,0.39133,0.00178,,0.37242,0.37162,0.00246,,0.38942,0.38898,0.00322
5/6/19,2019,126,0.38757,0.38866,0.00226,,NA,0.39184,0.00181,,0.37185,0.37192,0.00253,,0.39,0.38927,0.00303
5/7/19,2019,127,0.38875,0.38882,0.0022,,0.3939,0.39253,0.00178,,0.37221,0.3722,0.00249,,0.39004,0.38969,0.00283
5/8/19,2019,128,0.38938,0.38893,0.00211,,0.39617,0.39342,0.00178,,0.37322,0.37249,0.00253,,0.39084,0.3902,0.00279
5/9/19,2019,129,0.38987,0.38907,0.00211,,0.39446,0.39411,0.0018,,0.37249,0.37277,0.00246,,0.38974,0.39077,0.00292
5/10/19,2019,130,0.39252,0.38929,0.0022,,0.39425,0.39465,0.00177,,0.37322,0.37307,0.00246,,0.39072,0.39136,0.00305
5/11/19,2019,131,0.39173,0.38968,0.00226,,0.39585,0.39527,0.00174,,0.37345,0.37336,0.00253,,0.391,0.39197,0.00301
5/12/19,2019,132,0.39078,0.39007,0.0022,,0.39631,0.39585,0.00175,,0.37381,0.37366,0.00249,,0.39196,0.39262,0.00287
5/13/19,2019,133,0.38799,0.39044,0.0022,,0.39771,0.39627,0.00176,,0.37343,0.37395,0.00253,,0.39121,0.39331,0.00281
5/14/19,2019,134,0.38811,0.39106,0.00226,,0.3966,0.39644,0.00173,,0.37447,0.37417,0.00246,,0.39728,0.39404,0.00287
5/15/19,2019,135,0.39333,0.39197,0.0022,,0.39536,0.39647,0.00171,,0.37049,0.37437,0.00246,,0.39287,0.39479,0.00293
5/16/19,2019,136,0.39106,0.39302,0.0022,,0.39593,0.39654,0.00174,,0.37751,0.37456,0.00253,,0.40102,0.39557,0.00285
5/17/19,2019,137,0.39219,0.39416,0.00226,,0.39919,0.39655,0.00172,,0.37623,0.37471,0.00249,,0.39679,0.39636,0.00274
5/18/19,2019,138,0.39465,0.3956,0.0022,,0.39735,0.39636,0.00171,,0.37558,0.37485,0.00253,,0.39424,0.3972,0.00274
5/19/19,2019,139,0.39872,0.39741,0.00211,,0.39472,0.39616,0.00175,,0.37553,0.37495,0.00245,,0.39983,0.39812,0.00285
5/20/19,2019,140,0.39819,0.39937,0.00211,,0.39579,0.39612,0.00179,,0.37376,0.37498,0.00238,,0.3988,0.39914,0.00293
5/21/19,2019,141,0.40163,0.40124,0.0022,,0.39389,0.39618,0.00178,,0.37316,0.37502,0.00245,,0.39778,0.40033,0.00285
5/22/19,2019,142,0.40441,0.4028,0.00226,,0.39715,0.39619,0.00178,,0.37695,0.37516,0.00253,,0.39996,0.40168,0.00274
5/23/19,2019,143,0.40694,0.4042,0.0022,,0.39586,0.39629,0.0018,,0.37429,0.37535,0.00246,,0.40081,0.4031,0.00274
5/24/19,2019,144,0.40669,0.40563,0.00211,,0.39784,0.39654,0.00177,,0.37634,0.37553,0.00246,,0.40536,0.4045,0.00285
5/25/19,2019,145,0.40435,0.40698,0.00211,,NA,0.3969,0.00172,,0.37502,0.37582,0.00253,,0.40736,0.40581,0.00293
5/26/19,2019,146,0.40818,0.4081,0.0022,,0.39288,0.39731,0.00169,,0.37692,0.37631,0.00249,,0.40608,0.40713,0.00285
5/27/19,2019,147,0.4096,0.40887,0.00226,,0.39683,0.39773,0.00171,,0.37689,0.37686,0.00253,,0.41191,0.40854,0.00274
5/28/19,2019,148,0.4088,0.40921,0.0022,,0.39898,0.3981,0.00176,,0.37523,0.37746,0.00246,,0.4109,0.40995,0.00274
5/29/19,2019,149,0.4094,0.40922,0.00211,,0.39583,0.39837,0.00179,,0.37831,0.37816,0.00246,,0.40976,0.41128,0.00285
5/30/19,2019,150,0.40997,0.40901,0.00211,,0.40137,0.39857,0.00175,,0.3796,0.37882,0.00253,,0.41378,0.41242,0.00293
5/31/19,2019,151,0.41027,0.4087,0.0022,,0.39876,0.39878,0.00172,,0.3812,0.37956,0.00249,,0.41448,0.41336,0.00285
6/1/19,2019,152,0.40914,0.40841,0.00226,,0.40064,0.39899,0.00173,,0.3804,0.3803,0.00253,,0.41311,0.41414,0.00274
6/2/19,2019,153,0.40767,0.4079,0.0022,,0.40138,0.39917,0.00175,,0.38053,0.38098,0.00246,,0.41472,0.41481,0.00274
6/3/19,2019,154,0.40856,0.40711,0.0022,,0.40094,0.39927,0.00171,,0.3801,0.3817,0.00246,,0.41302,0.4154,0.00285
6/4/19,2019,155,0.40542,0.4065,0.00226,,0.40046,0.39931,0.00171,,0.38126,0.38228,0.00253,,0.41297,0.41594,0.00293
6/5/19,2019,156,0.40297,0.40598,0.0022,,0.40086,0.3994,0.00173,,0.38578,0.38271,0.00249,,0.42068,0.41636,0.00285
6/6/19,2019,157,0.40476,0.40536,0.0022,,0.39931,0.39951,0.00171,,0.38172,0.38305,0.00253,,0.41702,0.41663,0.00274
6/7/19,2019,158,0.40514,0.40486,0.00226,,0.39731,0.39958,0.00169,,0.38393,0.38327,0.00245,,0.42198,0.41685,0.00274
6/8/19,2019,159,0.40528,0.40459,0.0022,,0.39703,0.39964,0.00171,,0.38482,0.38337,0.00238,,0.41778,0.41711,0.00285
6/9/19,2019,160,0.40306,0.40445,0.00211,,0.39549,0.39971,0.00174,,0.38289,0.38341,0.00245,,0.41458,0.41751,0.00293
6/10/19,2019,161,0.4016,0.40437,0.00211,,0.39861,0.39982,0.00172,,0.38364,0.38344,0.00253,,0.41547,0.41805,0.00287
6/11/19,2019,162,0.40646,0.40427,0.0022,,0.40015,0.39993,0.00171,,0.38223,0.38338,0.00246,,0.41593,0.41862,0.00287
6/12/19,2019,163,0.40527,0.4041,0.00226,,0.40047,0.4,0.00173,,0.38339,0.38321,0.00246,,0.41675,0.41917,0.00293
6/13/19,2019,164,0.40511,0.40395,0.0022,,0.40182,0.40011,0.00171,,0.38342,0.38309,0.00253,,0.41852,0.41984,0.00287
6/14/19,2019,165,0.40337,0.40384,0.0022,,0.40114,0.4003,0.00169,,0.38245,0.38304,0.00249,,0.42448,0.42062,0.00287
6/15/19,2019,166,0.4043,0.40363,0.00226,,0.40121,0.40047,0.00172,,0.38267,0.38299,0.00253,,0.42224,0.42122,0.00293
6/16/19,2019,167,0.40283,0.4032,0.0022,,0.40184,0.40052,0.00175,,0.38313,0.38293,0.00245,,0.42112,0.42171,0.00285
6/17/19,2019,168,0.40193,0.40267,0.0022,,0.40127,0.40048,0.00171,,0.38267,0.38285,0.00238,,0.42372,0.42226,0.00274
6/18/19,2019,169,0.40281,0.40219,0.00226,,0.40187,0.4004,0.00171,,0.38248,0.38278,0.00245,,0.42575,0.42275,0.00274
6/19/19,2019,170,0.40182,0.40172,0.0022,,0.40122,0.40031,0.00173,,0.38387,0.38277,0.00253,,0.42253,0.42308,0.00285
6/20/19,2019,171,0.40143,0.40116,0.00211,,0.39943,0.4001,0.00171,,0.38423,0.38277,0.00246,,0.42158,0.42311,0.00293
6/21/19,2019,172,0.40153,0.4006,0.00211,,0.39802,0.39973,0.00166,,0.38238,0.38278,0.00246,,0.42252,0.42267,0.00285
6/22/19,2019,173,0.40078,0.4001,0.0022,,0.39954,0.39929,0.00165,,0.38208,0.38285,0.00253,,0.42357,0.4218,0.00274
6/23/19,2019,174,0.3957,0.39976,0.00226,,0.39953,0.39885,0.00169,,0.38404,0.38303,0.00249,,0.42304,0.42077,0.00274
6/24/19,2019,175,0.3989,0.39965,0.0022,,0.39874,0.39851,0.00175,,0.3808,0.38323,0.00253,,0.4189,0.41982,0.00285
6/25/19,2019,176,0.39992,0.39966,0.0022,,0.39657,0.39836,0.00179,,0.38266,0.38346,0.00245,,0.4184,0.41922,0.00293
6/26/19,2019,177,0.40055,0.3996,0.00226,,0.39946,0.39832,0.00177,,0.3801,0.38377,0.00238,,0.41793,0.41891,0.00285
6/27/19,2019,178,0.39872,0.39957,0.00221,,0.39682,0.39829,0.00175,,0.38921,0.38407,0.00245,,0.42001,0.41867,0.00274
6/28/19,2019,179,0.3984,0.39965,0.00221,,0.39673,0.39832,0.00178,,0.38577,0.38426,0.00253,,0.41808,0.41851,0.00274
6/29/19,2019,180,0.40022,0.39962,0.00226,,NA,0.39844,0.00181,,0.38361,0.38437,0.00246,,0.41379,0.41842,0.00285
6/30/19,2019,181,0.40125,0.39951,0.00223,,0.39833,0.39875,0.00178,,0.38456,0.38448,0.00246,,0.41331,0.41842,0.00293
7/1/19,2019,182,0.40137,0.39946,0.00223,,0.39829,0.3992,0.00178,,0.38388,0.38453,0.00253,,0.41805,0.41876,0.00287
7/2/19,2019,183,0.39985,0.39938,0.0023,,0.40003,0.39962,0.0018,,0.3862,0.38437,0.00249,,0.42372,0.41936,0.00287
7/3/19,2019,184,0.39911,0.39917,0.0024,,0.40004,0.40018,0.00176,,0.38402,0.38418,0.00253,,0.42317,0.41975,0.00293
7/4/19,2019,185,0.39703,0.39874,0.00239,,0.4004,0.401,0.00173,,0.38274,0.38401,0.00246,,0.42139,0.42004,0.00287
7/5/19,2019,186,0.39749,0.3981,0.0023,,0.40255,0.40182,0.00174,,0.38361,0.38373,0.00246,,0.41911,0.42044,0.00287
7/6/19,2019,187,0.39553,0.39732,0.00229,,0.40268,0.4024,0.00176,,0.3834,0.38354,0.00253,,0.42239,0.42064,0.00293
7/7/19,2019,188,0.39612,0.39641,0.00242,,0.40388,0.40308,0.00172,,0.38282,0.38348,0.00249,,0.42022,0.42056,0.00285
7/8/19,2019,189,0.39808,0.39535,0.00277,,0.40179,0.40397,0.00171,,0.38334,0.38344,0.00253,,0.4179,0.42034,0.00274
7/9/19,2019,190,0.40011,0.39413,0.00354,,0.40251,0.4045,0.00173,,0.38265,0.38356,0.00246,,0.42174,0.42003,0.00274
7/10/19,2019,191,0.38733,0.39302,0.00454,,0.40528,0.40463,0.00171,,0.38567,0.38379,0.00246,,0.42167,0.41965,0.00285
7/11/19,2019,192,NA,0.39222,0.00526,,0.40356,0.40468,0.00169,,0.38362,0.38392,0.00253,,0.41787,0.41925,0.00293
7/12/19,2019,193,NA,0.3916,0.00571,,0.40638,0.40462,0.00172,,0.38478,0.38417,0.00249,,0.41683,0.41881,0.00285
7/13/19,2019,194,NA,0.39107,0.00601,,0.40722,0.40443,0.00175,,0.38231,0.38437,0.00253,,0.41753,0.4183,0.00274
7/14/19,2019,195,NA,0.39052,0.00626,,0.40646,0.40384,0.00173,,0.38266,0.38424,0.00245,,0.41342,0.41774,0.00274
7/15/19,2019,196,NA,0.38793,0.00712,,0.40379,0.40295,0.00172,,0.38559,0.38403,0.00238,,0.42115,0.41713,0.00285
7/16/19,2019,197,NA,0.38371,0.00916,,0.40602,0.40222,0.00174,,0.38564,0.38374,0.00245,,0.41766,0.4165,0.00293
7/17/19,2019,198,NA,0.38139,0.01046,,0.40676,0.40158,0.00171,,0.38611,0.3834,0.00253,,0.4206,0.41577,0.00285
7/18/19,2019,199,NA,0.37938,0.01113,,0.40668,0.40071,0.00166,,0.38174,0.38285,0.00246,,0.41572,0.41491,0.00274
7/19/19,2019,200,NA,0.37613,0.01506,,0.39051,0.39973,0.00164,,0.3834,0.38214,0.00246,,0.41281,0.41402,0.00274
7/20/19,2019,201,NA,0.37515,0.01736,,0.39147,0.39875,0.00167,,0.38058,0.38155,0.00253,,0.41055,0.41318,0.00285
7/21/19,2019,202,NA,0.37686,0.016,,0.39269,0.39789,0.00173,,0.3803,0.38094,0.00249,,0.4103,0.41249,0.00293
7/22/19,2019,203,NA,0.37924,0.01416,,0.39489,0.39726,0.00177,,0.37968,0.38035,0.00253,,0.40996,0.41185,0.00287
7/23/19,2019,204,NA,0.38219,0.01182,,0.3978,0.39674,0.00175,,0.37689,0.37998,0.00246,,0.41635,0.4112,0.00287
7/24/19,2019,205,NA,0.38561,0.00895,,0.39454,0.39618,0.00173,,0.38038,0.37963,0.00246,,0.40868,0.41065,0.00293
7/25/19,2019,206,0.38788,0.38942,0.0058,,0.3963,0.39568,0.00177,,0.37959,0.37939,0.00253,,0.40776,0.41034,0.00287
7/26/19,2019,207,0.39538,0.39354,0.00403,,0.39588,0.39535,0.0018,,0.38008,0.37947,0.00249,,0.40773,0.41018,0.00287
7/27/19,2019,208,0.39726,0.39758,0.00574,,0.39939,0.39533,0.00178,,0.38043,0.37962,0.00253,,0.41404,0.40998,0.00293
7/28/19,2019,209,NA,0.40096,0.02,,NA,0.39551,0.00178,,0.37937,0.37967,0.00246,,0.409,0.40966,0.00285
7/29/19,2019,210,NA,0.40358,0.02,,0.39811,0.39567,0.00181,,0.37975,0.37982,0.00246,,0.41149,0.40934,0.00274
7/30/19,2019,211,NA,0.40563,0.02,,0.40134,0.39605,0.00178,,0.37964,0.37992,0.00253,,0.41279,0.40906,0.00274
7/31/19,2019,212,NA,0.40686,0.02,,0.39343,0.3968,0.00175,,0.38138,0.37989,0.00249,,0.40745,0.40887,0.00285
8/1/19,2019,213,NA,0.40728,0.02,,0.39722,0.39754,0.00177,,0.37888,0.37988,0.00253,,0.4051,0.40882,0.00293
8/2/19,2019,214,NA,0.4072,0.02,,0.39403,0.39792,0.00179,,0.38185,0.37993,0.00245,,0.41409,0.40898,0.00285
8/3/19,2019,215,NA,0.40689,0.02,,0.39631,0.3981,0.00176,,0.3802,0.38,0.00238,,0.40778,0.40931,0.00274
8/4/19,2019,216,NA,0.4066,0.02,,0.39512,0.39835,0.00174,,0.37655,0.38007,0.00245,,0.40196,0.4097,0.00274
8/5/19,2019,217,NA,0.40659,0.02,,0.39394,0.39838,0.00175,,0.38,0.38012,0.00253,,0.40808,0.41003,0.00285
8/6/19,2019,218,NA,0.40493,0.02,,0.39473,0.39817,0.00171,,0.38022,0.38023,0.00246,,0.40946,0.41021,0.00293
8/7/19,2019,219,NA,0.4016,0.02,,0.39474,0.3979,0.00169,,0.38103,0.38037,0.00246,,0.41385,0.41032,0.00285
8/8/19,2019,220,NA,0.39976,0.02,,0.40727,0.39755,0.00172,,0.38016,0.38044,0.00253,,0.41555,0.41048,0.00274
8/9/19,2019,221,NA,0.39976,0.02,,0.41846,0.39715,0.00176,,0.38187,0.3805,0.00249,,0.41281,0.41064,0.00274
8/10/19,2019,222,NA,0.39975,0.02,,0.39808,0.39663,0.00175,,0.38162,0.38052,0.00253,,0.413,0.41073,0.00285
8/11/19,2019,223,NA,0.39954,0.02,,0.39023,0.396,0.00177,,0.37943,0.38037,0.00246,,0.41306,0.4107,0.00293
8/12/19,2019,224,NA,0.3992,0.02,,0.39606,0.39537,0.0018,,0.38048,0.38014,0.00246,,0.40719,0.41049,0.00285
8/13/19,2019,225,NA,0.39889,0.02,,0.38915,0.39455,0.00178,,0.37935,0.37994,0.00253,,0.40441,0.41012,0.00274
8/14/19,2019,226,NA,0.39859,0.02,,0.38986,0.39341,0.00173,,0.38121,0.37969,0.00249,,0.40671,0.40966,0.00274
8/15/19,2019,227,0.39872,0.39825,0.00473,,0.38972,0.39212,0.00173,,0.37876,0.37942,0.00253,,0.41136,0.40918,0.00285
8/16/19,2019,228,0.3979,0.39784,0.00354,,0.38938,0.39084,0.00177,,0.37849,0.37931,0.00246,,0.4087,0.40873,0.00293
8/17/19,2019,229,0.39574,0.39746,0.00277,,NA,0.38971,0.00183,,0.37902,0.37924,0.00246,,0.41118,0.4083,0.00285
8/18/19,2019,230,0.3981,0.39719,0.00242,,0.38849,0.38892,0.00187,,0.37782,0.37912,0.00253,,0.40891,0.40786,0.00274
8/19/19,2019,231,0.398,0.39701,0.00229,,0.38629,0.38842,0.00186,,0.37773,0.37892,0.00249,,0.40391,0.4074,0.00274
8/20/19,2019,232,0.3957,0.39687,0.0023,,0.38951,0.38802,0.00187,,0.37964,0.37872,0.00253,,0.40558,0.40695,0.00285
8/21/19,2019,233,0.39587,0.39675,0.00239,,0.38971,0.38769,0.00195,,0.38025,0.37858,0.00245,,0.4142,0.40651,0.00293
8/22/19,2019,234,0.39795,0.39666,0.0024,,0.38664,0.38736,0.002,,0.38097,0.37846,0.00238,,0.40754,0.40603,0.00285
8/23/19,2019,235,0.39485,0.39661,0.0023,,0.39011,0.38737,0.00202,,0.37822,0.37836,0.00245,,0.40379,0.40548,0.00274
8/24/19,2019,236,0.39658,0.39658,0.00223,,NA,0.38768,0.00208,,0.37777,0.37827,0.00253,,0.40419,0.40491,0.00274
8/25/19,2019,237,0.39739,0.39655,0.00223,,0.38492,0.38774,0.00214,,0.37662,0.37823,0.00246,,0.40419,0.40438,0.00285
8/26/19,2019,238,0.39684,0.3965,0.00226,,0.38313,0.38757,0.00215,,0.37628,0.3782,0.00246,,0.39952,0.40396,0.00293
8/27/19,2019,239,0.39747,0.39649,0.00221,,NA,0.38748,0.00224,,0.37571,0.37812,0.00253,,0.39905,0.40361,0.00285
8/28/19,2019,240,0.39651,0.39652,0.00221,,NA,0.38738,0.00237,,0.37672,0.37792,0.00249,,0.39926,0.40329,0.00274
8/29/19,2019,241,0.39623,0.39649,0.00226,,0.40156,0.38713,0.00241,,0.38223,0.37773,0.00253,,0.41209,0.40304,0.00274
8/30/19,2019,242,0.39609,0.39645,0.0022,,NA,0.38682,0.00241,,0.382,0.37761,0.00246,,0.4086,0.40289,0.00285
8/31/19,2019,243,0.39584,0.39642,0.0022,,0.37995,0.38652,0.00249,,0.37702,0.3775,0.00246,,0.40399,0.40288,0.00293
9/1/19,2019,244,0.39417,0.3963,0.00226,,NA,0.38611,0.00249,,0.37672,0.37747,0.00253,,0.40065,0.40327,0.00287
9/2/19,2019,245,0.39723,0.39606,0.0022,,0.38348,0.38559,0.00243,,0.37594,0.37751,0.00249,,0.40071,0.40396,0.00287
9/3/19,2019,246,0.39692,0.39574,0.00212,,0.387,0.38501,0.00248,,0.37658,0.37757,0.00253,,0.39885,0.40437,0.00293
9/4/19,2019,247,0.39571,0.39536,0.00213,,NA,0.38439,0.00267,,0.37542,0.37767,0.00246,,0.40598,0.40438,0.00287
9/5/19,2019,248,0.39592,0.39497,0.00222,,0.37891,0.38373,0.00305,,0.37738,0.37782,0.00246,,0.40441,0.4043,0.00287
9/6/19,2019,249,0.39565,0.39457,0.00228,,NA,0.38324,0.00373,,0.3772,0.3779,0.00253,,0.40021,0.40422,0.00293
9/7/19,2019,250,0.39523,0.39409,0.00221,,0.38568,0.38307,0.00478,,0.37921,0.37825,0.00249,,0.40973,0.40412,0.00285
9/8/19,2019,251,0.39067,0.3935,0.00211,,NA,0.38308,0.02,,0.37829,0.37854,0.00253,,0.41054,0.40398,0.00274
9/9/19,2019,252,0.39345,0.39289,0.00211,,NA,0.38331,0.02,,0.38182,0.37838,0.00245,,0.40998,0.40383,0.00274
9/10/19,2019,253,0.39571,0.39237,0.00221,,NA,0.38382,0.02,,0.37968,0.37808,0.00238,,0.39909,0.40371,0.00285
9/11/19,2019,254,0.39335,0.39207,0.00228,,NA,0.38451,0.02,,0.37859,0.37772,0.00245,,0.40151,0.40364,0.00293
9/12/19,2019,255,0.38001,0.39199,0.00224,,NA,0.38528,0.02,,0.37565,0.37738,0.00253,,0.39633,0.40359,0.00285
9/13/19,2019,256,0.39574,0.39205,0.00218,,NA,0.38603,0.02,,0.37753,0.37682,0.00246,,0.40136,0.40351,0.00274
9/14/19,2019,257,0.3893,0.39219,0.00221,,NA,0.38668,0.02,,0.37949,0.37604,0.00246,,0.4017,0.40343,0.00274
9/15/19,2019,258,0.3958,0.39235,0.00231,,NA,0.38753,0.02,,0.37166,0.37552,0.00253,,0.40604,0.40335,0.00285
9/16/19,2019,259,0.39311,0.39248,0.00238,,NA,0.38871,0.02,,0.37942,0.37526,0.00249,,0.40371,0.40329,0.00293
9/17/19,2019,260,0.37657,0.39275,0.00233,,NA,0.38975,0.02,,0.36177,0.37508,0.00253,,0.40871,0.4034,0.00285
9/18/19,2019,261,0.39619,0.39317,0.00232,,NA,0.39022,0.02,,0.37793,0.37519,0.00246,,0.40027,0.40373,0.00274
9/19/19,2019,262,0.39426,0.39345,0.00237,,NA,0.38969,0.02,,0.3778,0.37553,0.00246,,0.40528,0.4041,0.00274
9/20/19,2019,263,0.39302,0.3936,0.0023,,NA,0.38869,0.02,,0.37764,0.37575,0.00253,,0.4044,0.40433,0.00285
9/21/19,2019,264,0.3944,0.39375,0.00228,,NA,0.38817,0.02,,0.37579,0.37616,0.00249,,0.4021,0.40425,0.00293
9/22/19,2019,265,0.38835,0.39381,0.0023,,NA,0.38815,0.02,,0.37809,0.37654,0.00253,,0.40836,0.4037,0.00287
9/23/19,2019,266,0.39202,0.39372,0.00223,,NA,0.38804,0.02,,0.37863,0.37653,0.00246,,0.40535,0.40289,0.00287
9/24/19,2019,267,0.396,0.39356,0.00213,,NA,0.38795,0.02,,0.3753,0.37647,0.00246,,0.39567,0.40211,0.00293
9/25/19,2019,268,0.39645,0.39333,0.00212,,NA,0.38796,0.02,,0.37433,0.37636,0.00253,,0.39625,0.40117,0.00287
9/26/19,2019,269,0.39213,0.39307,0.00221,,NA,0.388,0.02,,0.37779,0.3759,0.00249,,0.40465,0.39997,0.00287
9/27/19,2019,270,0.39251,0.3928,0.00228,,NA,0.38799,0.02,,0.37719,0.37539,0.00253,,0.40537,0.39901,0.00293
9/28/19,2019,271,0.39278,0.39247,0.00222,,NA,0.388,0.02,,0.37492,0.37519,0.00245,,0.39949,0.39838,0.00285
9/29/19,2019,272,0.39271,0.39207,0.00213,,NA,0.38808,0.02,,0.37293,0.37501,0.00238,,0.39997,0.39783,0.00274
9/30/19,2019,273,0.39172,0.39161,0.00212,,NA,0.3882,0.02,,0.37339,0.37481,0.00245,,0.39239,0.39732,0.00274
10/1/19,2019,274,0.39243,0.39115,0.0022,,NA,0.3883,0.02,,0.37111,0.37456,0.00253,,0.3832,0.39678,0.00285
10/2/19,2019,275,0.38779,0.39071,0.00226,,NA,0.38833,0.02,,0.37341,0.37431,0.00246,,0.39633,0.39616,0.00293
10/3/19,2019,276,0.39186,0.3903,0.0022,,NA,0.38836,0.02,,0.37651,0.37407,0.00246,,0.39995,0.39536,0.00285
10/4/19,2019,277,0.38743,0.38988,0.00211,,NA,0.38841,0.02,,0.37759,0.37375,0.00253,,0.39883,0.39441,0.00274
10/5/19,2019,278,0.39073,0.38946,0.00211,,NA,0.38839,0.02,,0.37495,0.37324,0.00249,,0.39609,0.39344,0.00274
10/6/19,2019,279,0.3877,0.38904,0.0022,,NA,0.38824,0.02,,0.3697,0.37272,0.00253,,0.38878,0.39257,0.00285
10/7/19,2019,280,0.39019,0.38862,0.00226,,NA,0.388,0.02,,0.37463,0.37213,0.00246,,0.39958,0.39195,0.00293
10/8/19,2019,281,0.38786,0.3882,0.00221,,NA,0.38774,0.02,,0.37443,0.37142,0.00246,,0.40194,0.39145,0.00285
10/9/19,2019,282,0.38706,0.38779,0.00222,,NA,0.38755,0.02,,0.36805,0.37082,0.00253,,0.38757,0.39095,0.00274
10/10/19,2019,283,0.38678,0.38737,0.00228,,NA,0.38731,0.02,,0.36622,0.37022,0.00249,,0.37872,0.39054,0.00274
10/11/19,2019,284,0.38883,0.387,0.00223,,NA,0.38698,0.02,,0.36647,0.36964,0.00253,,0.38143,0.39033,0.00285
10/12/19,2019,285,0.38702,0.38665,0.00224,,NA,0.38675,0.02,,0.37079,0.36932,0.00246,,0.39395,0.3904,0.00293
10/13/19,2019,286,0.38694,0.38624,0.00228,,NA,0.38663,0.02,,0.37262,0.36912,0.00246,,0.39486,0.39126,0.00287
10/14/19,2019,287,0.38616,0.38568,0.00221,,NA,0.38653,0.02,,0.36578,0.36888,0.00253,,0.38095,0.39267,0.00287
10/15/19,2019,288,0.38293,0.38503,0.00215,,NA,0.38643,0.02,,0.37136,0.36865,0.00249,,0.39265,0.39363,0.00293
10/16/19,2019,289,0.37937,0.38434,0.00219,,NA,0.38633,0.02,,0.37068,0.36845,0.00253,,0.39989,0.39465,0.00287
10/17/19,2019,290,0.38752,0.3837,0.00232,,NA,0.38631,0.02,,0.36336,0.36819,0.00245,,0.40268,0.39613,0.00287
10/18/19,2019,291,0.38713,0.38319,0.00242,,NA,0.38636,0.02,,0.37191,0.36794,0.00238,,0.39965,0.39691,0.00293
10/19/19,2019,292,0.38461,0.38272,0.0024,,NA,0.38634,0.02,,0.37294,0.36769,0.00245,,0.39831,0.39672,0.00285
10/20/19,2019,293,0.38368,0.38223,0.00244,,NA,0.38631,0.02,,0.3578,0.3674,0.00253,,0.39746,0.39611,0.00274
10/21/19,2019,294,0.3731,0.38188,0.00253,,NA,0.38636,0.02,,0.36896,0.36707,0.00246,,0.40213,0.39517,0.00274
10/22/19,2019,295,0.38552,0.38178,0.00246,,NA,0.38639,0.02,,0.36679,0.36671,0.00246,,0.39347,0.394,0.00285
10/23/19,2019,296,NA,0.38182,0.00245,,NA,0.38634,0.02,,0.3645,0.36634,0.00253,,0.38468,0.39267,0.00293
10/24/19,2019,297,0.37633,0.38183,0.0025,,NA,0.38623,0.02,,0.36384,0.36593,0.00249,,0.38278,0.39086,0.00285
10/25/19,2019,298,0.38339,0.38184,0.00242,,NA,0.38612,0.02,,0.37268,0.36552,0.00253,,0.39801,0.38845,0.00274
10/26/19,2019,299,0.38357,0.38195,0.00228,,NA,0.38596,0.02,,0.36679,0.36515,0.00247,,0.39269,0.38583,0.00274
10/27/19,2019,300,0.38278,0.3821,0.00222,,NA,0.38572,0.02,,0.36334,0.36479,0.00249,,0.37937,0.3834,0.00285
10/28/19,2019,301,0.38259,0.38227,0.00225,,NA,0.38539,0.02,,0.36337,0.36445,0.00255,,0.37903,0.38155,0.00293
